           t           r         psi          cs          qs               p             sig           A           V          Q2           S
    0.000000   -0.000000   -1.570796   -1.020408    0.000000  2221915.891318 -1088738.561050    0.000000    0.000000    0.025866    3.078761
    0.009804    0.030179   -1.539996   -1.020408   -0.000001  2221915.891276 -1088738.562509    0.002862    0.000001    0.025866    3.078761
    0.019608    0.060330   -1.509196   -1.020408   -0.000001  2221915.891142 -1088738.563946    0.011445    0.000011    0.025866    3.078761
    0.029412    0.090423   -1.478397   -1.020408   -0.000000  2221915.890906 -1088738.565363    0.025742    0.000054    0.025866    3.078761
    0.039216    0.120431   -1.447597   -1.020408   -0.000000  2221915.890559 -1088738.566763    0.045737    0.000169    0.025866    3.078761
    0.049020    0.150324   -1.416797   -1.020408   -0.000000  2221915.890089 -1088738.568151    0.071414    0.000412    0.025866    3.078761
    0.058824    0.180075   -1.385997   -1.020408   -0.000000  2221915.889483 -1088738.569529    0.102747    0.000852    0.025866    3.078761
    0.068627    0.209654   -1.355197   -1.020408   -0.000000  2221915.888728 -1088738.570901    0.139706    0.001573    0.025866    3.078761
    0.078431    0.239035   -1.324397   -1.020408   -0.000000  2221915.887806 -1088738.572270    0.182256    0.002670    0.025866    3.078761
    0.088235    0.268190   -1.293597   -1.020408   -0.000000  2221915.886699 -1088738.573639    0.230358    0.004254    0.025866    3.078761
    0.098039    0.297090   -1.262797   -1.020408   -0.000000  2221915.885385 -1088738.575013    0.283965    0.006445    0.025866    3.078761
    0.107843    0.325708   -1.231997   -1.020408   -0.000000  2221915.883839 -1088738.576393    0.343027    0.009374    0.025866    3.078761
    0.117647    0.354017   -1.201197   -1.020408   -0.000000  2221915.882031 -1088738.577786    0.407488    0.013180    0.025866    3.078761
    0.127451    0.381990   -1.170397   -1.020408   -0.000000  2221915.879929 -1088738.579193    0.477285    0.018010    0.025866    3.078761
    0.137255    0.409601   -1.139597   -1.020408   -0.000000  2221915.877494 -1088738.580618    0.552355    0.024018    0.025866    3.078761
    0.147059    0.436824   -1.108797   -1.020408   -0.000000  2221915.874679 -1088738.582067    0.632624    0.031362    0.025866    3.078761
    0.156863    0.463632   -1.077997   -1.020408   -0.000000  2221915.871432 -1088738.583542    0.718017    0.040203    0.025866    3.078761
    0.166667    0.490000   -1.047197   -1.020408   -0.000000  2221915.867691 -1088738.585049    0.808452    0.050703    0.025866    3.078761
    0.176471    0.515904   -1.016398   -1.020408   -0.000000  2221915.863382 -1088738.586592    0.903845    0.063024    0.025866    3.078761
    0.186275    0.541318   -0.985598   -1.020408   -0.000000  2221915.858418 -1088738.588176    1.004105    0.077329    0.025866    3.078761
    0.196078    0.566218   -0.954798   -1.020408   -0.000000  2221915.852698 -1088738.589805    1.109136    0.093773    0.025866    3.078761
    0.205882    0.590582   -0.923998   -1.020408   -0.000000  2221915.846100 -1088738.591487    1.218839    0.112509    0.025866    3.078761
    0.215686    0.614385   -0.893198   -1.020408   -0.000000  2221915.838478 -1088738.593226    1.333110    0.133683    0.025866    3.078761
    0.225490    0.637606   -0.862398   -1.020408   -0.000000  2221915.829658 -1088738.595029    1.451840    0.157433    0.025866    3.078761
