           t           r         psi          cs          qs               p             sig           A           V          Q2           S
    0.000000    0.000000   -1.570796   -1.149425    0.000000  2430432.493216 -1057238.088300    0.000000   -0.000000    0.147481    2.733186
    0.009804    0.026792   -1.539996   -1.149425   -0.000001  2430432.493184 -1057238.089262    0.002256    0.000000    0.147481    2.733186
    0.019608    0.053558   -1.509196   -1.149425    0.000000  2430432.493084 -1057238.090206    0.009020    0.000007    0.147481    2.733186
    0.029412    0.080273   -1.478397   -1.149425   -0.000000  2430432.492909 -1057238.091132    0.020287    0.000038    0.147481    2.733186
    0.039216    0.106913   -1.447597   -1.149425   -0.000000  2430432.492656 -1057238.092043    0.036046    0.000119    0.147481    2.733186
    0.049020    0.133451   -1.416797   -1.149425    0.000000  2430432.492316 -1057238.092939    0.056282    0.000289    0.147481    2.733186
    0.058824    0.159862   -1.385997   -1.149425   -0.000000  2430432.491885 -1057238.093822    0.080976    0.000596    0.147481    2.733186
    0.068627    0.186122   -1.355197   -1.149425    0.000000  2430432.491353 -1057238.094693    0.110103    0.001100    0.147481    2.733186
    0.078431    0.212205   -1.324397   -1.149425   -0.000000  2430432.490715 -1057238.095553    0.143638    0.001868    0.147481    2.733186
    0.088235    0.238087   -1.293597   -1.149425   -0.000000  2430432.489961 -1057238.096403    0.181547    0.002976    0.147481    2.733186
    0.098039    0.263743   -1.262797   -1.149425    0.000000  2430432.489080 -1057238.097243    0.223796    0.004509    0.147481    2.733186
    0.107843    0.289149   -1.231997   -1.149425   -0.000000  2430432.488063 -1057238.098075    0.270343    0.006558    0.147481    2.733186
    0.117647    0.314280   -1.201197   -1.149425   -0.000000  2430432.486898 -1057238.098899    0.321145    0.009221    0.147481    2.733186
    0.127451    0.339114   -1.170397   -1.149425    0.000000  2430432.485572 -1057238.099716    0.376153    0.012601    0.147481    2.733186
    0.137255    0.363625   -1.139597   -1.149425   -0.000000  2430432.484071 -1057238.100526    0.435316    0.016804    0.147481    2.733186
    0.147059    0.387792   -1.108797   -1.149425    0.000000  2430432.482379 -1057238.101330    0.498576    0.021943    0.147481    2.733186
    0.156863    0.411591   -1.077997   -1.149425   -0.000000  2430432.480480 -1057238.102128    0.565875    0.028128    0.147481    2.733186
    0.166667    0.435000   -1.047198   -1.149425   -0.000000  2430432.478354 -1057238.102918    0.637149    0.035474    0.147481    2.733186
    0.176471    0.457996   -1.016398   -1.149425    0.000000  2430432.475983 -1057238.103702    0.712329    0.044095    0.147481    2.733186
    0.186275    0.480558   -0.985598   -1.149425   -0.000000  2430432.473343 -1057238.104479    0.791344    0.054103    0.147481    2.733186
    0.196078    0.502663   -0.954798   -1.149425   -0.000000  2430432.470412 -1057238.105247    0.874120    0.065608    0.147481    2.733186
    0.205882    0.524292   -0.923998   -1.149425   -0.000000  2430432.467165 -1057238.106006    0.960578    0.078716    0.147481    2.733186
    0.215686    0.545424   -0.893198   -1.149425   -0.000000  2430432.463576 -1057238.106753    1.050636    0.093531    0.147481    2.733186
    0.225490    0.566038   -0.862398   -1.149425   -0.000000  2430432.459618 -1057238.107487    1.144208    0.110148    0.147481    2.733186
    0.235294    0.586115   -0.831598   -1.149425   -0.000000  2430432.455261 -1057238.108205    1.241207    0.128656    0.147481    2.733186
    0.245098    0.605637   -0.800798   -1.149425   -0.000000  2430432.450477 -1057238.108903    1.341538    0.149139    0.147481    2.733186
    0.254902    0.624583   -0.769998   -1.149425   -0.000000  2430432.445238 -1057238.109578    1.445109    0.171669    0.147481    2.733186
    0.264706    0.642938   -0.739198   -1.149425   -0.000000  2430432.439518 -1057238.110225    1.551820    0.196311    0.147481    2.733186
    0.274510    0.660682   -0.708398   -1.149425   -0.000000  2430432.433293 -1057238.110837    1.661570    0.223118    0.147481    2.733186
    0.284314    0.677800   -0.677598   -1.149425   -0.000000  2430432.426546 -1057238.111408    1.774254    0.252133    0.147481    2.733186
    0.294118    0.694275   -0.646798   -1.149425   -0.000000  2430432.419265 -1057238.111929    1.889768    0.283387    0.147481    2.733186
    0.303922    0.710091   -0.615999   -1.149425   -0.000000  2430432.411451 -1057238.112391    2.007999    0.316899    0.147481    2.733186
    0.313725    0.725234   -0.585199   -1.149425   -0.000001  2430432.403120 -1057238.112783    2.128837    0.352677    0.147481    2.733186
    0.323529    0.739689   -0.554399   -1.149425   -0.000000  2430432.394308 -1057238.113092    2.252167    0.390714    0.147481    2.733186
    0.333333    0.753442   -0.523599   -1.149425   -0.000000  2430432.385075 -1057238.113303    2.377871    0.430989    0.147481    2.733186
    0.343137    0.766481   -0.492799   -1.149425   -0.000000  2430432.375516 -1057238.113400    2.505832    0.473472    0.147481    2.733186
    0.352941    0.778792   -0.461999   -1.149425   -0.000000  2430432.365762 -1057238.113364    2.635926    0.518115    0.147481    2.733186
    0.362745    0.790365   -0.431199   -1.149425   -0.000000  2430432.355993 -1057238.113175    2.768031    0.564860    0.147481    2.733186
    0.372549    0.801188   -0.400399   -1.149425   -0.000000  2430432.346440 -1057238.112812    2.902022    0.613635    0.147481    2.733186
    0.382353    0.811251   -0.369599   -1.149425   -0.000000  2430432.337387 -1057238.112253    3.037770    0.664355    0.147481    2.733186
