           t           r         psi          cs          qs               p             sig           A           V          Q2           S
    0.000000   -0.000000   -1.570796   -1.136365    0.000000  7767174.566064 -3417551.750479    0.000000   -0.000000    0.137613    2.764602
    0.009804    0.027100   -1.539996   -1.136365   -0.000004  7767174.562788 -3417551.850510    0.002308    0.000000    0.137613    2.764602
    0.019608    0.054174   -1.509196   -1.136365   -0.000003  7767174.552492 -3417551.948666    0.009229    0.000008    0.137613    2.764602
    0.029412    0.081196   -1.478396   -1.136365   -0.000003  7767174.534586 -3417552.045092    0.020756    0.000039    0.137613    2.764602
    0.039216    0.108142   -1.447596   -1.136365   -0.000003  7767174.508474 -3417552.139931    0.036880    0.000123    0.137613    2.764602
    0.049020    0.134985   -1.416796   -1.136365   -0.000003  7767174.473517 -3417552.233321    0.057583    0.000299    0.137613    2.764602
    0.058824    0.161700   -1.385997   -1.136365   -0.000003  7767174.429015 -3417552.325394    0.082848    0.000617    0.137613    2.764602
    0.068627    0.188261   -1.355197   -1.136365   -0.000004  7767174.374199 -3417552.416275    0.112649    0.001139    0.137613    2.764602
    0.078431    0.214644   -1.324397   -1.136365   -0.000004  7767174.308216 -3417552.506084    0.146959    0.001933    0.137613    2.764602
    0.088235    0.240823   -1.293597   -1.136365   -0.000004  7767174.230125 -3417552.594934    0.185745    0.003080    0.137613    2.764602
    0.098039    0.266774   -1.262797   -1.136365   -0.000004  7767174.138883 -3417552.682927    0.228970    0.004667    0.137613    2.764602
    0.107843    0.292472   -1.231997   -1.136365   -0.000004  7767174.033335 -3417552.770159    0.276593    0.006787    0.137613    2.764602
    0.117647    0.317893   -1.201197   -1.136365   -0.000004  7767173.912205 -3417552.856713    0.328570    0.009543    0.137613    2.764602
    0.127451    0.343012   -1.170397   -1.136365   -0.000004  7767173.774084 -3417552.942662    0.384850    0.013040    0.137613    2.764602
    0.137255    0.367805   -1.139597   -1.136365   -0.000004  7767173.617413 -3417553.028066    0.445380    0.017391    0.137613    2.764602
    0.147059    0.392250   -1.108797   -1.136364   -0.000004  7767173.440479 -3417553.112968    0.510104    0.022708    0.137613    2.764602
    0.156863    0.416322   -1.077997   -1.136364   -0.000004  7767173.241392 -3417553.197395    0.578959    0.029109    0.137613    2.764602
    0.166667    0.440000   -1.047197   -1.136364   -0.000005  7767173.018083 -3417553.281357    0.651880    0.036711    0.137613    2.764602
    0.176471    0.463260   -1.016397   -1.136364   -0.000005  7767172.768284 -3417553.364836    0.728798    0.045633    0.137613    2.764602
    0.186275    0.486081   -0.985597   -1.136364   -0.000005  7767172.489522 -3417553.447794    0.809641    0.055990    0.137613    2.764602
    0.196078    0.508441   -0.954797   -1.136364   -0.000005  7767172.179115 -3417553.530158    0.894330    0.067896    0.137613    2.764602
    0.205882    0.530318   -0.923997   -1.136364   -0.000006  7767171.834164 -3417553.611821    0.982787    0.081462    0.137613    2.764602
    0.215686    0.551693   -0.893197   -1.136364   -0.000006  7767171.451564 -3417553.692635    1.074927    0.096793    0.137613    2.764602
    0.225490    0.572544   -0.862397   -1.136364   -0.000007  7767171.028018 -3417553.772405    1.170663    0.113990    0.137613    2.764602
    0.235294    0.592852   -0.831597   -1.136363   -0.000007  7767170.560064 -3417553.850877    1.269904    0.133144    0.137613    2.764602
    0.245098    0.612598   -0.800798   -1.136363   -0.000008  7767170.044126 -3417553.927733    1.372555    0.154341    0.137613    2.764602
    0.254902    0.631762   -0.769998   -1.136363   -0.000008  7767169.476588 -3417554.002577    1.478520    0.177657    0.137613    2.764602
    0.264706    0.650328   -0.739198   -1.136363   -0.000009  7767168.853905 -3417554.074923    1.587698    0.203158    0.137613    2.764602
    0.274510    0.668276   -0.708398   -1.136363   -0.000009  7767168.172754 -3417554.144182    1.699986    0.230900    0.137613    2.764602
