           t           r         psi          cs          qs               p             sig           A           V          Q2           S
    0.000000    0.000000   -1.570796   -1.084733    0.000000  6503423.776657 -2894018.024269    0.000000    0.000000    0.127533    2.796017
    0.009804    0.027408   -1.540001   -1.126258   14.846869  6503423.773297 -2894018.128266    0.002360    0.000000    0.127533    2.796017
    0.019608    0.054789   -1.509193   -1.124999  -10.598173  6503423.762726 -2894018.230346    0.009440    0.000008    0.127533    2.796017
    0.029412    0.082119   -1.478399   -1.120128    6.539999  6503423.744324 -2894018.330669    0.021231    0.000040    0.127533    2.796017
    0.039216    0.109371   -1.447596   -1.127824   -2.430343  6503423.717461 -2894018.429392    0.037722    0.000127    0.127533    2.796017
    0.049020    0.136519   -1.416796   -1.119692   -1.228966  6503423.681460 -2894018.526667    0.058899    0.000309    0.127533    2.796017
    0.058824    0.163537   -1.385998   -1.126376    3.908170  6503423.635577 -2894018.622639    0.084741    0.000638    0.127533    2.796017
    0.068627    0.190400   -1.355195   -1.122391   -5.257625  6503423.578991 -2894018.717450    0.115224    0.001178    0.127533    2.796017
    0.078431    0.217083   -1.324398   -1.123178    5.197466  6503423.510791 -2894018.811233    0.150318    0.002000    0.127533    2.796017
    0.088235    0.243560   -1.293595   -1.125335   -3.928787  6503423.429964 -2894018.904117    0.189990    0.003186    0.127533    2.796017
    0.098039    0.269806   -1.262797   -1.121103    1.878532  6503423.335385 -2894018.996221    0.234203    0.004827    0.127533    2.796017
    0.107843    0.295796   -1.231997   -1.126175    0.403254  6503423.225805 -2894019.087656    0.282915    0.007021    0.127533    2.796017
    0.117647    0.321505   -1.201196   -1.121561   -2.368511  6503423.099834 -2894019.178523    0.336080    0.009872    0.127533    2.796017
    0.127451    0.346909   -1.170398   -1.124650    3.589160  6503422.955931 -2894019.268913    0.393646    0.013490    0.127533    2.796017
    0.137255    0.371985   -1.139595   -1.123698   -3.842494  6503422.792383 -2894019.358904    0.455560    0.017990    0.127533    2.796017
    0.147059    0.396707   -1.108798   -1.122454    3.145966  6503422.607295 -2894019.448559    0.521763    0.023491    0.127533    2.796017
    0.156863    0.421053   -1.077996   -1.125427   -1.736529  6503422.398566 -2894019.537926    0.592192    0.030113    0.127533    2.796017
    0.166667    0.445000   -1.047197   -1.121571    0.001361  6503422.163875 -2894019.627035    0.666780    0.037977    0.127533    2.796017
    0.176471    0.468525   -1.016397   -1.125309    1.621305  6503421.900663 -2894019.715891    0.745456    0.047206    0.127533    2.796017
    0.186275    0.491605   -0.985596   -1.122594   -2.747742  6503421.606113 -2894019.804478    0.828146    0.057920    0.127533    2.796017
    0.196078    0.514219   -0.954798   -1.123683    3.135474  6503421.277141 -2894019.892749    0.914772    0.070237    0.127533    2.796017
